arrival_year,arrival_month,booking_status,stays_in_weekend_nights,stays_in_week_nights,market_segment_type,avg_price_per_room
2016,10,1,0,2,Groups,62.0
2016,10,1,0,2,Groups,62.0
2016,10,1,0,2,Groups,62.0
2016,10,1,0,2,Groups,62.0
2016,10,1,0,2,Groups,62.0
2016,10,1,0,2,Groups,62.0
2016,10,1,0,2,Groups,62.0
2016,10,1,0,2,Groups,62.0
2016,10,1,0,2,Groups,62.0
2016,10,1,0,2,Groups,62.0
2016,10,1,0,2,Online TA,80.1
2016,10,1,0,2,Online TA,104.4
2016,10,1,0,2,Online TA,96.3
2016,10,1,0,2,Groups,62.0
2016,10,1,0,2,Groups,62.0
2016,10,1,0,2,Online TA,90.9
2016,10,1,0,2,Online TA,80.1
2016,10,1,0,2,Groups,62.0
2016,10,1,0,2,Groups,62.0
2016,10,1,0,2,Groups,62.0
2016,10,1,0,2,Groups,62.0
2016,10,1,0,2,Groups,62.0
2016,10,1,0,2,Groups,62.0
2016,10,1,0,2,Groups,62.0
2016,10,1,0,2,Groups,62.0
2016,10,1,0,2,Groups,62.0
2016,10,1,0,2,Groups,62.0
2016,10,1,0,2,Groups,62.0
2016,10,1,0,2,Groups,62.0
2016,10,1,0,2,Online TA,104.4
2016,10,1,0,3,Online TA,85.5
2016,10,1,0,3,Online TA,94.36
2016,10,1,0,3,Online TA,104.4
2016,10,1,0,3,Online TA,104.4
2016,10,1,0,3,Offline TA/TO,85.5
2016,10,1,0,3,Online TA,105.3
2016,10,1,0,3,Online TA,133.33
2016,10,1,0,3,Online TA,104.4
2016,10,1,1,3,Online TA,106.25
2016,10,1,1,3,Online TA,80.75
2016,10,1,1,3,Online TA,80.75
2016,10,1,1,3,Online TA,80.75
2016,10,1,1,3,Online TA,130.0
2016,10,1,1,3,Online TA,106.25
2016,10,1,1,3,Online TA,80.75
2016,10,1,1,3,Online TA,90.9
2016,10,1,1,3,Online TA,80.75
2016,10,1,2,3,Online TA,123.3
2016,10,1,2,4,Online TA,104.25
2016,10,1,0,1,Offline TA/TO,45.0
2016,10,1,0,1,Online TA,144.0
2016,10,1,0,1,Online TA,104.4
2016,10,1,0,1,Offline TA/TO,72.0
2016,10,1,0,1,Offline TA/TO,62.0
2016,10,1,0,1,Online TA,104.4
2016,10,1,0,1,Online TA,80.1
2016,10,1,0,1,Online TA,104.4
2016,10,1,0,1,Offline TA/TO,127.15
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Online TA,144.0
2016,10,1,0,2,Online TA,104.4
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Online TA,96.3
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Groups,95.0
2016,10,1,0,2,Groups,95.0
2016,10,1,0,2,Groups,95.0
2016,10,1,0,2,Online TA,96.3
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Online TA,109.0
2016,10,1,0,2,Groups,95.0
2016,10,1,0,2,Online TA,154.0
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Online TA,85.5
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Online TA,109.0
2016,10,1,0,2,Groups,95.0
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Groups,95.0
2016,10,1,0,2,Groups,95.0
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Groups,95.0
2016,10,1,0,2,Groups,95.0
2016,10,1,0,2,Groups,95.0
2016,10,1,0,2,Groups,95.0
2016,10,1,0,2,Groups,95.0
2016,10,1,0,2,Online TA,128.7
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Direct,184.45
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Groups,95.0
2016,10,1,0,2,Groups,95.0
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Online TA,109.0
2016,10,1,0,2,Groups,95.0
2016,10,1,0,2,Groups,95.0
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Groups,95.0
2016,10,1,0,2,Groups,95.0
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Groups,95.0
2016,10,1,0,2,Online TA,96.3
2016,10,1,0,2,Online TA,128.7
2016,10,1,0,2,Groups,65.0
2016,10,1,1,2,Online TA,128.7
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Online TA,155.0
2016,10,1,1,2,Online TA,96.3
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Online TA,112.5
2016,10,1,1,2,Online TA,112.5
2016,10,1,1,2,Online TA,109.8
2016,10,1,1,2,Online TA,109.8
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Online TA,96.3
2016,10,1,1,2,Online TA,80.1
2016,10,1,0,2,Groups,65.0
2016,10,1,0,2,Groups,65.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Online TA,109.8
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Online TA,109.8
2016,10,1,1,2,Online TA,109.8
2016,10,1,1,2,Online TA,174.6
2016,10,1,1,2,Online TA,109.8
2016,10,1,1,2,Online TA,109.8
2016,10,1,1,2,Online TA,96.3
2016,10,1,1,2,Online TA,109.8
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Online TA,109.8
2016,10,1,1,2,Online TA,96.3
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Offline TA/TO,85.0
2016,10,1,1,2,Online TA,162.9
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Online TA,109.8
2016,10,1,1,2,Online TA,96.3
2016,10,1,1,2,Online TA,128.7
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Online TA,109.8
2016,10,1,1,2,Online TA,109.8
2016,10,1,1,2,Online TA,96.3
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Online TA,109.8
2016,10,1,1,2,Online TA,109.8
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Groups,110.0
2016,10,1,1,2,Online TA,96.3
2016,10,1,1,2,Groups,110.0
2016,10,1,2,2,Online TA,90.95
2016,10,1,2,2,Online TA,109.0
2016,10,1,2,2,Online TA,90.95
2016,10,1,2,2,Online TA,160.65
2016,10,1,2,2,Online TA,90.95
2016,10,1,2,2,Online TA,162.9
2016,10,1,2,2,Online TA,104.4
2016,10,1,2,2,Online TA,104.4
2016,10,1,2,2,Online TA,85.5
2016,10,1,2,2,Online TA,70.03
2016,10,1,2,5,Online TA,106.71
2016,10,1,4,10,Direct,178.57
2016,10,1,2,3,Online TA,164.63
2016,10,1,0,1,Direct,239.0
2016,10,1,0,1,Online TA,219.6
2016,10,1,0,1,Online TA,168.3
2016,10,1,0,1,Aviation,110.0
2016,10,1,0,1,Online TA,80.1
2016,10,1,0,1,Online TA,140.0
2016,10,1,0,1,Direct,150.0
2016,10,1,1,1,Online TA,220.0
2016,10,1,1,1,Online TA,109.0
2016,10,1,1,1,Online TA,140.0
2016,10,1,1,1,Online TA,109.0
2016,10,1,1,1,Online TA,89.1
2016,10,1,1,1,Online TA,99.0
2016,10,1,1,1,Online TA,107.1
2016,10,1,2,1,Online TA,80.1
2016,10,1,2,1,Online TA,105.3
2016,10,1,2,1,Online TA,126.67
2016,10,1,2,1,Offline TA/TO,95.0
2016,10,1,2,1,Online TA,140.0
2016,10,1,2,1,Online TA,80.1
2016,10,1,2,1,Online TA,129.0
2016,10,1,2,1,Online TA,120.0
2016,10,1,2,1,Online TA,123.3
2016,10,1,2,1,Online TA,140.0
2016,10,1,2,1,Online TA,96.3
2016,10,1,2,1,Online TA,80.1
2016,10,1,2,1,Online TA,96.3
2016,10,1,2,1,Online TA,128.7
2016,10,1,2,1,Online TA,159.9
2016,10,1,2,1,Online TA,140.0
2016,10,1,2,1,Online TA,141.3
2016,10,1,2,1,Online TA,126.67
2016,10,1,2,1,Offline TA/TO,95.0
2016,10,1,2,1,Online TA,159.9
2016,10,1,2,1,Online TA,123.3
2016,10,1,2,1,Online TA,65.83
2016,10,1,2,1,Online TA,140.0
2016,10,1,2,1,Online TA,80.1
2016,10,1,2,1,Online TA,74.15
2016,10,1,2,1,Online TA,120.0
2016,10,1,2,1,Online TA,80.1
2016,10,1,2,1,Online TA,80.1
2016,10,1,2,1,Online TA,96.3
2016,10,1,2,1,Online TA,80.1
2016,10,1,2,1,Online TA,96.3
2016,10,1,2,1,Online TA,159.9
2016,10,1,2,1,Offline TA/TO,95.0
2016,10,1,2,1,Offline TA/TO,95.0
2016,10,1,2,1,Online TA,90.9
2016,10,1,2,1,Online TA,96.3
2016,10,1,2,2,Online TA,202.88
2016,10,1,2,2,Online TA,130.5
2016,10,1,2,2,Offline TA/TO,70.0
2016,10,1,2,2,Online TA,162.9
2016,10,1,2,2,Offline TA/TO,70.0
2016,10,1,2,2,Online TA,88.83
2016,10,1,2,2,Online TA,214.2
2016,10,1,2,2,Online TA,111.25
2016,10,1,2,3,Online TA,77.35
2016,10,1,2,4,Online TA,156.45
2016,10,1,2,5,Online TA,120.34
2016,10,1,1,0,Online TA,75.54
2016,10,1,1,0,Online TA,89.1
2016,10,1,1,0,Online TA,120.0
2016,10,1,1,0,Direct,130.0
2016,10,1,1,0,Direct,130.0
2016,10,1,2,0,Offline TA/TO,105.0
2016,10,1,2,0,Offline TA/TO,105.0
2016,10,1,2,0,Online TA,90.9
2016,10,1,2,0,Online TA,80.1
2016,10,1,2,0,Offline TA/TO,105.0
2016,10,1,2,0,Offline TA/TO,105.0
2016,10,1,2,0,Offline TA/TO,105.0
2016,10,1,1,0,Online TA,72.09
2016,10,1,1,0,Online TA,99.0
2016,10,1,2,0,Offline TA/TO,105.0
2016,10,1,2,0,Offline TA/TO,105.0
2016,10,1,2,0,Online TA,90.9
2016,10,1,2,0,Offline TA/TO,105.0
2016,10,1,2,0,Offline TA/TO,105.0
2016,10,1,2,0,Online TA,80.1
2016,10,1,2,0,Offline TA/TO,105.0
2016,10,1,2,0,Offline TA/TO,105.0
2016,10,1,2,0,Online TA,80.1
2016,10,1,2,0,Online TA,61.68
2016,10,1,2,0,Offline TA/TO,105.0
2016,10,1,2,0,Offline TA/TO,105.0
2016,10,1,2,0,Online TA,90.9
2016,10,1,2,0,Offline TA/TO,105.0
2016,10,1,2,0,Online TA,150.0
2016,10,1,2,0,Offline TA/TO,105.0
2016,10,1,2,0,Offline TA/TO,105.0
2016,10,1,2,0,Offline TA/TO,105.0
2016,10,1,2,0,Offline TA/TO,105.0
2016,10,1,2,0,Offline TA/TO,105.0
2016,10,1,2,0,Online TA,150.0
2016,10,1,2,0,Offline TA/TO,105.0
2016,10,1,2,0,Offline TA/TO,105.0
2016,10,1,2,0,Offline TA/TO,105.0
2016,10,1,2,0,Offline TA/TO,105.0
2016,10,1,2,0,Online TA,90.9
2016,10,1,2,0,Offline TA/TO,105.0
2016,10,1,2,1,Online TA,82.5
2016,10,1,2,1,Online TA,79.8
2016,10,1,2,1,Online TA,82.5
2016,10,1,2,1,Online TA,79.8
2016,10,1,2,1,Online TA,79.8
2016,10,1,2,1,Offline TA/TO,80.75
2016,10,1,2,1,Online TA,104.1
2016,10,1,2,1,Offline TA/TO,80.75
2016,10,1,2,2,Online TA,85.05
2016,10,1,2,2,Online TA,79.65
2016,10,1,2,2,Online TA,83.5
2016,10,1,2,2,Online TA,79.65
2016,10,1,2,2,Online TA,90.45
2016,10,1,2,2,Online TA,83.5
2016,10,1,2,3,Online TA,85.85
2016,10,1,2,3,Online TA,85.85
2016,10,1,2,3,Online TA,99.0
2016,10,1,2,3,Online TA,122.76
2016,10,1,2,3,Online TA,116.45
2016,10,1,2,3,Online TA,85.85
2016,10,1,2,3,Online TA,162.4
2016,10,1,2,3,Online TA,99.0
2016,10,1,2,3,Online TA,98.6
2016,10,1,2,3,Online TA,124.4
2016,10,1,2,3,Online TA,85.85
2016,10,1,2,3,Online TA,85.85
2016,10,1,2,4,Online TA,111.0
2016,10,1,2,4,Online TA,111.0
2016,10,1,2,4,Online TA,90.9
2016,10,1,2,5,Online TA,89.64
2016,10,1,1,0,Online TA,96.3
2016,10,1,1,1,Online TA,112.05
2016,10,1,1,1,Online TA,90.45
2016,10,1,1,2,Corporate,106.0
2016,10,1,1,2,Online TA,95.0
2016,10,1,1,2,Online TA,90.3
2016,10,1,1,2,Online TA,213.6
2016,10,1,1,3,Online TA,90.23
2016,10,1,1,3,Online TA,129.25
2016,10,1,1,3,Online TA,122.63
2016,10,1,1,3,Online TA,90.23
2016,10,1,1,3,Online TA,106.43
2016,10,1,1,4,Online TA,131.58
2016,10,1,1,4,Online TA,92.0
2016,10,1,1,4,Online TA,114.4
2016,10,1,1,4,Online TA,126.9
2016,10,1,1,4,Online TA,79.38
2016,10,1,1,4,Online TA,106.2
2016,10,1,2,5,Online TA,126.64
2016,11,1,0,1,Online TA,79.2
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,130.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,130.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Online TA,104.4
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,2,Online TA,112.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Online TA,194.3
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,110.0
2016,11,1,0,3,Offline TA/TO,130.0
2016,11,1,0,4,Online TA,161.5
2016,11,1,0,4,Online TA,102.0
2016,11,1,0,4,Online TA,85.0
2016,11,1,0,4,Online TA,107.1
2016,11,1,0,4,Online TA,102.0
2016,11,1,0,4,Online TA,126.0
2016,11,1,0,4,Online TA,91.8
2016,11,1,0,4,Online TA,102.0
2016,11,1,0,5,Online TA,106.2
2016,11,1,0,5,Direct,82.45
2016,11,1,0,5,Direct,82.45
2016,11,1,0,5,Online TA,79.2
2016,11,1,0,5,Online TA,91.8
2016,11,1,2,8,Online TA,101.38
2016,11,1,2,8,Online TA,95.74
2016,11,1,0,1,Direct,140.0
2016,11,1,0,1,Online TA,110.0
2016,11,1,0,1,Online TA,110.0
2016,11,1,0,1,Online TA,110.0
2016,11,1,0,2,Aviation,94.0
2016,11,1,0,2,Corporate,94.0
2016,11,1,0,3,Online TA,126.0
2016,11,1,0,3,Online TA,108.0
2016,11,1,0,4,Online TA,94.33
2016,11,1,0,4,Online TA,90.0
2016,11,1,0,4,Online TA,77.23
2016,11,1,0,4,Online TA,77.23
2016,11,1,1,4,Online TA,164.88
2016,11,1,1,4,Online TA,85.6
2016,11,1,1,4,Online TA,90.0
2016,11,1,1,4,Online TA,88.0
2016,11,1,4,9,Online TA,186.22
2016,11,1,4,9,Online TA,186.22
2016,11,1,4,9,Online TA,186.22
2016,11,1,0,1,Online TA,112.0
2016,11,1,0,1,Groups,51.4
2016,11,1,0,1,Online TA,79.2
2016,11,1,0,1,Online TA,112.0
2016,11,1,0,2,Groups,62.8
2016,11,1,0,2,Groups,62.8
2016,11,1,0,2,Groups,62.8
2016,11,1,0,2,Groups,62.8
2016,11,1,0,2,Online TA,100.0
2016,11,1,0,2,Groups,62.8
2016,11,1,0,2,Online TA,90.0
2016,11,1,0,1,Groups,51.4
2016,11,1,0,1,Online TA,112.0
2016,11,1,0,2,Groups,62.8
2016,11,1,0,2,Groups,62.8
2016,11,1,0,2,Groups,62.8
2016,11,1,0,2,Groups,62.8
2016,11,1,0,2,Groups,62.8
2016,11,1,0,2,Groups,62.8
2016,11,1,0,2,Groups,62.8
2016,11,1,0,2,Groups,62.8
2016,11,1,0,2,Groups,62.8
2016,11,1,0,2,Online TA,88.0
2016,11,1,0,2,Groups,62.8
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Online TA,79.2
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,2,Online TA,79.2
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Online TA,93.6
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Online TA,93.6
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Online TA,99.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,0,3,Offline TA/TO,89.0
2016,11,1,1,3,Online TA,90.0
2016,11,1,1,3,Online TA,108.0
2016,11,1,1,3,Online TA,106.2
2016,11,1,1,3,Online TA,79.2
2016,11,1,0,1,Online TA,79.2
2016,11,1,0,1,Online TA,124.0
2016,11,1,0,1,Online TA,124.0
2016,11,1,0,1,Online TA,80.0
2016,11,1,0,1,Online TA,79.2
2016,11,1,0,1,Online TA,80.47
2016,11,1,0,1,Online TA,130.0
2016,11,1,0,1,Online TA,124.0
2016,11,1,0,1,Online TA,100.0
2016,11,1,0,2,Online TA,93.6
2016,11,1,0,2,Online TA,79.2
2016,11,1,0,2,Online TA,93.6
2016,11,1,0,2,Online TA,109.8
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Online TA,93.6
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Online TA,107.1
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Online TA,79.2
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Offline TA/TO,89.0
2016,11,1,1,2,Online TA,90.0
2016,11,1,1,2,Direct,80.0
